sedol,citicode,full_description,ismininv_monthly,reg_saver,closed_fund,fund_name,aims,description,company_id,company_name,sector_id,sector_name,unit_type,full_description_with_unit_type,initial_charge,annual_charge,vantage_charge,net_annual_charge,initial_saving,annual_saving,holding_fee,loaded,linksedol_code,restrict_ot,payment_frequency,payment_type,Wealth150,trustee,assumed_growth,assumed_growth2,valuation_point,comment,tracker,yieldreduct,yieldreduct2,launch_price,launch_currency,num_holdings,icvc,sicav,plusfund,standard_amc,standard_ocf,total_expenses,charge_source,valuation_frequency,val_info,lsmininv,yield,kiid,kiid_url,running_yield,historic_yield,distribution_yield,underlying_yield,gross_yield,gross_running_yield,loyalty_bonus,reg_saver_min_inv,lump_sum_min_inv,renewal_commission,initial_commission,fund_size,risk_rating,other_expenses,cost_segment,update_time,ref_date,perf3m,perf6m,perf12m,perf36m,perf60m,perf120m,perf0t12m,perf12t24m,perf24t36m,perf36t48m,perf48t60m,perf3m_reinv,perf6m_reinv,perf12m_reinv,perf36m_reinv,perf60m_reinv,perf120m_reinv,perf0t12m_reinv,perf12t24m_reinv,perf24t36m_reinv,perf36t48m_reinv,perf48t60m_reinv,ter,is_unit_trust,is_oeic,isaable,sippable,unwrapable,launchdate,sales_only,bid_price,offer_price,price_change,percent_change,updated,investment_pathway
BHZCR20,Q1V9,abrdn MyFolio Index V (B),25.00,1,0,abrdn MyFolio Index V (B),"To generate growth over the long term (5 years or more) while being managed to a defined level of risk. The fund is part of the MyFolio Index range, which offers five funds with different expected combinations of investment risk and return. This fund is risk level V, which aims to be the highest risk fund in this range.

Risk Target: The defined level of risk referred to above that the management team is targeting is within the range of 70-110% of world stock markets (represented by the MSCI World Index), over 10 years. There is no certainty or promise that this target will be achieved. The Risk Target has been chosen as it represents a risk range which is appropriate for the fund.

Performance Comparator: For comparison purposes, investors can compare the fund's long term performance to a basket of assets (before charges) with a risk profile at the lower range of the Risk Target stated above (i.e. 70% of world stock markets), of which is considered appropriate given the investment policy and Risk Target of the fund. This basket is composed 25% FTSE All-Share Index, 45% MSCI World ex UK Index and 30% SONIA Index.",MyFolio Index V (B),8036,abrdn,157,Volatility Managed,Accumulation,abrdn MyFolio Index V (B) (Acc),0.00,0.20000,0.0000,0.20000,0.00,0.00000,0.000000,0,,0,Quarterly,Dividend,0,0,0.00,0.00,12:00,,0,0.00,0.00,10.00,GBP,11,0,0,,0.0000,0.20000,0.20,N/a,Daily,,100.00,2.12,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=c141dd1d-cd95-4dfd-ba64-314897aa6733&user=hl_website_documents,0.00,2.12,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,119.1,,0.000,1,2024-10-26 06:02:49,0000-00-00,4.4300,6.8300,20.7300,21.6500,48.0600,,20.7300,7.5900,-6.3400,21.9400,-0.1900,,,,,,,,,,,,0.20,0,1,1,1,1,2019-03-25 00:00:00,N,79.45,79.45,-0.19,-0.24,2024-10-25,N
B51ZXG5,KRY1,abrdn MyFolio Managed I (I),25.00,1,0,abrdn MyFolio Managed I (I),"To generate growth over the long term (5 years or more) while being managed to a defined level of risk. The fund is part of the MyFolio Managed range, which offers five funds with different expected combinations of investment risk and return. The fund is risk level I, which aims to be the lowest risk fund in this range. 
Risk Target: The defined level of risk referred to above that the management team is targeting is within the range of 20-40% of world stock markets (represented by the MSCI World Index), over 10 years. There is no certainty or promise that this target will be achieved. The Risk Target has been chosen as it represents a risk range which is appropriate for the fund.
Performance Comparator: For comparison purposes, investors can compare the fund's long term performance to a basket of assets (before charges) with a risk profile at the lower range of the Risk Target stated above (i.e. 20% of world stock markets),  which is considered appropriate given the investment policy and Risk Target of the fund. This basket is composed 5% FTSE All-Share Index, 15% MSCI World ex UK Index and 80% SONIA Index.",MyFolio Managed I (I),8036,abrdn,157,Volatility Managed,Accumulation,abrdn MyFolio Managed I (I) (Acc),0.00,0.70000,0.0000,0.70000,0.00,0.00000,0.000000,0,,0,Quarterly,Dividend,0,6,0.00,0.00,12:00,,0,0.00,0.00,10.00,GBP,31,0,0,,0.0000,0.70000,0.70,N/a,Daily,,100.00,2.91,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=2ea34a15-ea5c-4697-91fb-d2c5160b29f8&user=hl_website_documents,0.00,0.00,2.91,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,316.3,,0.475,4,2024-10-26 06:02:25,0000-00-00,1.9200,4.0900,10.9600,-0.7000,6.5300,,10.9600,1.8500,-12.1300,6.1000,1.1100,,,,,,,,,,,,0.70,0,1,1,1,1,2010-09-22 00:00:00,N,76.87,76.87,-0.08,-0.10,2024-10-25,N
BHZCR64,Q4C3,abrdn MyFolio Managed I (I),25.00,1,0,abrdn MyFolio Managed I (I),"To generate growth over the long term (5 years or more) while being managed to a defined level of risk. The fund is part of the MyFolio Managed range, which offers five funds with different expected combinations of investment risk and return. The fund is risk level I, which aims to be the lowest risk fund in this range. 
Risk Target: The defined level of risk referred to above that the management team is targeting is within the range of 20-40% of world stock markets (represented by the MSCI World Index), over 10 years. There is no certainty or promise that this target will be achieved. The Risk Target has been chosen as it represents a risk range which is appropriate for the fund.
Performance Comparator: For comparison purposes, investors can compare the fund's long term performance to a basket of assets (before charges) with a risk profile at the lower range of the Risk Target stated above (i.e. 20% of world stock markets),  which is considered appropriate given the investment policy and Risk Target of the fund. This basket is composed 5% FTSE All-Share Index, 15% MSCI World ex UK Index and 80% SONIA Index.",MyFolio Managed I (I),8036,abrdn,157,Volatility Managed,Income,abrdn MyFolio Managed I (I) (Inc),0.00,0.70000,0.0000,0.70000,0.00,0.00000,0.000000,0,,0,Quarterly,Dividend,0,6,0.00,0.00,12:00,,0,0.00,0.00,10.00,GBP,31,0,0,,0.0000,0.70000,0.70,N/a,Daily,,100.00,2.91,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=284c0bdd-f22c-44fb-94dc-e5de7c31c2d3&user=hl_website_documents,0.00,0.00,2.91,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,316.3,,0.475,4,2024-10-26 06:02:49,0000-00-00,1.8700,4.0700,10.9600,-0.7600,6.4600,,10.9600,1.7900,-12.1300,6.0900,1.1200,,,,,,,,,,,,0.70,0,1,1,1,1,2010-09-22 00:00:00,N,47.17,47.17,-0.05,-0.11,2024-10-25,N
B519BS5,KRY3,abrdn MyFolio Managed II (I),25.00,1,0,abrdn MyFolio Managed II (I),"To generate growth over the long term (5 years or more) while being managed to a defined level of risk. The fund is part of the MyFolio Managed range, which offers five funds with different expected combinations of investment risk and return. The fund is risk level II, which aims to be the second lowest risk fund in this range.
Risk Target: The defined level of risk referred to above that the management team is targeting is within the range of 35-55% of world stock markets (represented by the MSCI World Index), over 10 years. There is no certainty or promise that this target will be achieved. The Risk Target has been chosen as it represents a risk range which is appropriate for the fund.
Performance Comparator: For comparison purposes, investors can compare the fund's long term performance to a basket of assets (before charges) with a risk profile at the lower range of the Risk Target stated above (i.e. 35% of world stock markets), which is considered appropriate given the investment policy and Risk Target of the fund. This basket is composed 10% FTSE All-Share Index, 25% MSCI World ex UK Index and 65% SONIA Index.",MyFolio Managed II (I),8036,abrdn,157,Volatility Managed,Accumulation,abrdn MyFolio Managed II (I) (Acc),0.00,0.69000,0.0000,0.69000,0.00,0.00000,0.000000,0,,0,Quarterly,Dividend,0,6,0.00,0.00,12:00,,0,0.00,0.00,0.50,GBP,34,0,0,,0.0000,0.69000,0.69,N/a,Daily,,100.00,2.30,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=8c8c47e3-f429-499c-8524-68ab90964289&user=hl_website_documents,0.00,0.00,2.30,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,1071.5,,0.460,4,2024-10-26 06:02:25,0000-00-00,2.3500,4.2800,12.4400,-1.0000,8.9100,,12.4400,1.3000,-13.0900,9.6900,0.2900,,,,,,,,,,,,0.69,0,1,1,1,1,2010-09-22 00:00:00,N,86.7,86.7,-0.13,-0.15,2024-10-25,N
BHZCRC0,Q4C7,abrdn MyFolio Managed II (I),25.00,1,0,abrdn MyFolio Managed II (I),"To generate growth over the long term (5 years or more) while being managed to a defined level of risk. The fund is part of the MyFolio Managed range, which offers five funds with different expected combinations of investment risk and return. The fund is risk level II, which aims to be the second lowest risk fund in this range.
Risk Target: The defined level of risk referred to above that the management team is targeting is within the range of 35-55% of world stock markets (represented by the MSCI World Index), over 10 years. There is no certainty or promise that this target will be achieved. The Risk Target has been chosen as it represents a risk range which is appropriate for the fund.
Performance Comparator: For comparison purposes, investors can compare the fund's long term performance to a basket of assets (before charges) with a risk profile at the lower range of the Risk Target stated above (i.e. 35% of world stock markets), which is considered appropriate given the investment policy and Risk Target of the fund. This basket is composed 10% FTSE All-Share Index, 25% MSCI World ex UK Index and 65% SONIA Index.",MyFolio Managed II (I),8036,abrdn,157,Volatility Managed,Income,abrdn MyFolio Managed II (I) (Inc),0.00,0.69000,0.0000,0.69000,0.00,0.00000,0.000000,0,,0,Quarterly,Dividend,0,6,0.00,0.00,12:00,,0,0.00,0.00,0.50,GBP,34,0,0,,0.0000,0.69000,0.69,N/a,Daily,,100.00,2.30,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=61b715b1-7984-4a4a-98b1-31cb2371323f&user=hl_website_documents,0.00,0.00,2.30,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,1071.5,,0.460,4,2024-10-26 06:02:49,0000-00-00,2.2900,4.2600,12.4700,-1.0800,8.8400,,12.4700,1.1900,-13.0900,9.7100,0.2900,,,,,,,,,,,,0.69,0,1,1,1,1,2010-09-22 00:00:00,N,49.01,49.01,-0.07,-0.14,2024-10-25,N
B53X7B0,KRY5,abrdn MyFolio Managed III (I),25.00,1,0,abrdn MyFolio Managed III (I),"To generate growth over the long term (5 years or more) while being managed to a defined level of risk. The fund is part of the MyFolio Managed range, which offers five funds with different expected combinations of investment risk and return. The fund is risk level III, which aims to be the middle risk fund in this range.

Risk Target: The defined level of risk referred to above that the management team is targeting is within the range of 45-75% of world stock markets (represented by the MSCI World Index), over 10 years. There is no certainty or promise that this target will be achieved. The Risk Target has been chosen as it represents a risk range which is appropriate for the fund.

Performance Comparator: For comparison purposes, investors can compare the fund's long term performance to a basket of assets (before charges) with a risk profile at the lower range of the Risk Target stated above (i.e. 45% of world stock markets), which is considered appropriate given the investment policy and Risk Target of the fund. This basket is composed 15% FTSE All-Share Index, 30% MSCI World ex UK Index and 55% SONIA Index.",MyFolio Managed III (I),8036,abrdn,157,Volatility Managed,Accumulation,abrdn MyFolio Managed III (I) (Acc),0.00,0.78000,0.0000,0.73000,0.00,0.05000,0.000000,0,B701F73,0,Quarterly,Dividend,0,6,0.00,0.00,12:00,,0,0.00,0.00,0.50,GBP,34,0,0,,0.0000,0.78000,0.73,N/a,Daily,,100.00,2.32,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=ec15a810-a5f7-4639-ab4b-adc63401add4&user=hl_website_documents,0.00,2.32,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,2639.5,,0.500,4,2024-10-26 06:02:25,0000-00-00,2.7300,4.7200,14.2700,0.7900,15.8000,,14.2700,1.4600,-13.0600,15.2000,-0.2700,,,,,,,,,,,,0.73,0,1,1,1,1,2010-09-22 00:00:00,N,101.8,101.8,-0.20,-0.20,2024-10-25,N
BHZCRH5,Q4CB,abrdn MyFolio Managed III (I),25.00,1,0,abrdn MyFolio Managed III (I),"To generate growth over the long term (5 years or more) while being managed to a defined level of risk. The fund is part of the MyFolio Managed range, which offers five funds with different expected combinations of investment risk and return. The fund is risk level III, which aims to be the middle risk fund in this range.

Risk Target: The defined level of risk referred to above that the management team is targeting is within the range of 45-75% of world stock markets (represented by the MSCI World Index), over 10 years. There is no certainty or promise that this target will be achieved. The Risk Target has been chosen as it represents a risk range which is appropriate for the fund.

Performance Comparator: For comparison purposes, investors can compare the fund's long term performance to a basket of assets (before charges) with a risk profile at the lower range of the Risk Target stated above (i.e. 45% of world stock markets), which is considered appropriate given the investment policy and Risk Target of the fund. This basket is composed 15% FTSE All-Share Index, 30% MSCI World ex UK Index and 55% SONIA Index.",MyFolio Managed III (I),8036,abrdn,157,Volatility Managed,Income,abrdn MyFolio Managed III (I) (Inc),0.00,0.78000,0.0000,0.73000,0.00,0.05000,0.000000,0,9999999,0,Quarterly,Dividend,0,6,0.00,0.00,12:00,,0,0.00,0.00,0.50,GBP,34,0,0,,0.0000,0.78000,0.73,N/a,Daily,,100.00,2.32,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=cc15ae04-3407-45aa-90c4-99a5d81ec564&user=hl_website_documents,0.00,2.32,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,2639.5,,0.500,4,2024-10-26 06:02:49,0000-00-00,2.6100,4.6800,14.2400,0.7200,15.7700,,14.2400,1.4200,-13.0700,15.2300,-0.2400,,,,,,,,,,,,0.73,0,1,1,1,1,2010-09-22 00:00:00,N,51.7,51.7,-0.11,-0.21,2024-10-25,N
B4XVS36,KRY7,abrdn MyFolio Managed IV (I),25.00,1,0,abrdn MyFolio Managed IV (I),"To generate growth over the long term (5 years or more) while being managed to a defined level of risk. The fund is part of the MyFolio Managed range, which offers five funds with different expected combinations of investment risk and return. This fund is risk level IV, which aims to be the second highest risk fund in this range.

Risk Target: The defined level of risk referred to above that the management team is targeting is within the range of 60-90% of world stock markets (represented by the MSCI World Index), over 10 years. There is no certainty or promise that this target will be achieved. The Risk Target has been chosen as it represents a risk range which is appropriate for the fund.

Performance Comparator: For comparison purposes, investors can compare the fund's long term performance to a basket of assets (before charges) with a risk profile at the lower range of the Risk Target stated above (i.e. 60% of world stock markets), which is considered appropriate given the investment policy and Risk Target of the fund. This basket is composed 20% FTSE-All Share Index, 40% MSCI World ex UK Index and 40% SONIA Index.",MyFolio Managed IV (I),8036,abrdn,157,Volatility Managed,Accumulation,abrdn MyFolio Managed IV (I) (Acc),0.00,0.76000,0.0000,0.76000,0.00,0.00000,0.000000,0,,0,Quarterly,Dividend,0,6,0.00,0.00,12:00,,0,0.00,0.00,10.00,GBP,32,0,0,,0.0000,0.76000,0.76,N/a,Daily,,100.00,2.05,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=3b0953da-ee8f-4478-8d4c-8abecf621004&user=hl_website_documents,0.00,2.05,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,869.7,,0.535,4,2024-10-26 06:02:25,0000-00-00,3.0700,5.3500,16.6100,3.4400,22.9600,,16.6100,1.7500,-12.8200,19.2400,-0.3100,,,,,,,,,,,,0.76,0,1,1,1,1,2010-09-22 00:00:00,N,114.3,114.3,-0.30,-0.26,2024-10-25,N
BHZCRM0,Q4CF,abrdn MyFolio Managed IV (I),25.00,1,0,abrdn MyFolio Managed IV (I),"To generate growth over the long term (5 years or more) while being managed to a defined level of risk. The fund is part of the MyFolio Managed range, which offers five funds with different expected combinations of investment risk and return. This fund is risk level IV, which aims to be the second highest risk fund in this range.

Risk Target: The defined level of risk referred to above that the management team is targeting is within the range of 60-90% of world stock markets (represented by the MSCI World Index), over 10 years. There is no certainty or promise that this target will be achieved. The Risk Target has been chosen as it represents a risk range which is appropriate for the fund.

Performance Comparator: For comparison purposes, investors can compare the fund's long term performance to a basket of assets (before charges) with a risk profile at the lower range of the Risk Target stated above (i.e. 60% of world stock markets), which is considered appropriate given the investment policy and Risk Target of the fund. This basket is composed 20% FTSE-All Share Index, 40% MSCI World ex UK Index and 40% SONIA Index.",MyFolio Managed IV (I),8036,abrdn,157,Volatility Managed,Income,abrdn MyFolio Managed IV (I) (Inc),0.00,0.76000,0.0000,0.76000,0.00,0.00000,0.000000,0,,0,Quarterly,Dividend,0,6,0.00,0.00,12:00,,0,0.00,0.00,10.00,GBP,32,0,0,,0.0000,0.76000,0.76,N/a,Daily,,100.00,2.05,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=4a556035-12b5-41d1-9214-68da829816da&user=hl_website_documents,0.00,2.05,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,869.7,,0.535,4,2024-10-26 06:02:49,0000-00-00,3.0100,5.3500,16.6100,3.4300,22.9800,,16.6100,1.7400,-12.8200,19.2400,-0.2900,,,,,,,,,,,,0.76,0,1,1,1,1,2010-09-22 00:00:00,N,54.96,54.96,-0.14,-0.25,2024-10-25,N
B545DL7,KRY9,abrdn MyFolio Managed V (I),25.00,1,0,abrdn MyFolio Managed V (I),"To generate growth over the long term (5 years or more) while being managed to a defined level of risk. The fund is part of the MyFolio Managed range, which offers five funds with different expected combinations of investment risk and return. This fund is risk level V, which aims to be the highest risk fund in this range.

Risk Target: The defined level of risk referred to above that the management team is targeting is within the range of 70-110% of world stock markets (represented by the MSCI World Index), over 10 years. There is no certainty or promise that this target will be achieved. The Risk Target has been chosen as it represents a risk range which is appropriate for the fund.

Performance Comparator: For comparison purposes, investors can compare the fund's long term performance to a basket of assets (before charges) with a risk profile at the lower range of the Risk Target stated above (i.e. 70% of world stock markets), which is considered appropriate given the investment policy and Risk Target of the fund. This basket is composed 25% FTSE All-Share Index, 45% MSCI World ex UK Index and 30% SONIA Index.",MyFolio Managed V (I),8036,abrdn,157,Volatility Managed,Accumulation,abrdn MyFolio Managed V (I) (Acc),0.00,0.75000,0.0000,0.75000,0.00,0.00000,0.000000,0,,0,Quarterly,Dividend,0,6,0.00,0.00,12:00,,0,0.00,0.00,10.00,GBP,26,0,0,,0.0000,0.75000,0.75,N/a,Daily,,100.00,1.79,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=64744202-4db2-4c25-95ac-36e2c800c6e7&user=hl_website_documents,0.00,1.79,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,360.1,,0.525,4,2024-10-26 06:02:25,0000-00-00,2.9800,5.5400,18.3800,5.8800,32.3000,,18.3800,2.4900,-12.7300,23.3600,1.2900,,,,,,,,,,,,0.75,0,1,1,1,1,2010-09-22 00:00:00,N,131.4,131.4,-0.50,-0.38,2024-10-25,N
